'INCIDENT REGION','RESPONSE TYPE','INCIDENT START DATE','INCIDENT START TIME','SUBJECT NUMBER','SUBJECT GENDER','SUBJECT AGE','SUBJECT STATE','SUBJECT COUNTRY',ACTIVITY,SITUATION,'LOCATION FOUND LATITUDE','LOCATION FOUND LONGITUDE','LOCATION FOUND ELEVATION','FOUND IN SEARCH AREA',TECHNIQUE,'NUMBER OF RANGERS INVOLVED','OTHER AGENCY INVOLVEMENT','LAST KNOWN POINT LAND CLASS','LAST KNOWN POINT STATE LAND NAME','LAST KNOWN POINT COUNTY','LAST KNOWN POINT MUNICIPALITY','INCIDENT ADIRONDACK PARK','INCIDENT CATSKILL PARK','INCIDENT CLOSED DATE','INCIDENT CLOSED TIME'
6,Search,10/16/2017,'3:45 AM',1,M,77,NY,US,Hunting,Lost,43.41999,-75.33789,1170,TRUE,'Assist/own power; Carry out by foot; High Angle',3,TRUE,'State Forests','Jackson Hill State Forest',ONEIDA,BOONVILLE,FALSE,FALSE,10/16/2017,'5:40 AM'
9,Search,09/04/2018,'2:00 AM',1,M,56,NY,US,Hiking,Lost,42.36352,-78.34312,1740,FALSE,'Assist/own power',3,TRUE,'State Forests','Bush Hill State Forest',CATTARAUGUS,FARMERSVILLE,FALSE,FALSE,09/04/2018,'8:00 AM'
3,Search,11/20/2017,'5:20 AM',1,M,73,NY,US,Hunting,Lost,41.88949,-74.34288,1600,TRUE,'Assist/own power',3,TRUE,'Forest Preserve','Sundown WIld Forest',ULSTER,ROCHESTER,FALSE,TRUE,11/20/2017,'8:00 AM'
5,Search,08/25/2016,'8:40 AM',2,F,30,MA,US,Hiking,Lost,43.87525,-74.46704,2248,TRUE,'Assist/own power',2,FALSE,'Forest Preserve','Sargent Ponds Wild Forest',HAMILTON,'INDIAN LAKE',TRUE,FALSE,08/25/2016,'11:30 AM'
8,Search,06/21/2017,'2:20 AM',1,M,21,NY,US,Hiking,Lost,42.63214,-77.36301,832,TRUE,'Assist/own power',1,TRUE,'Wildlife Management Area','Parrish/Conklin  Gully',ONTARIO,NAPLES,FALSE,FALSE,06/21/2017,'4:58 AM'
5,Search,07/27/2017,'8:12 AM',3,M,18,NY,US,Hiking,Lost,43.72509,-74.81683,1880,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Moose River Plains Wild Forest',HAMILTON,INLET,TRUE,FALSE,07/28/2017,'12:00 PM'
5,Rescue,07/15/2016,'9:48 AM',1,M,30,NJ,US,Hiking,Illness,44.15864,-73.95176,2160,TRUE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Eastern High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,07/16/2016,'12:45 PM'
5,Search,12/27/2017,'10:53 AM',1,M,72,NJ,US,Despondent,Overdue,44.24728,-73.83104,1500,FALSE,'Assist/own power',2,TRUE,'Forest Preserve','High Peaks',ESSEX,KEENE,TRUE,FALSE,12/27/2017,'2:00 AM'
4,Search,07/28/2016,'9:20 AM',1,M,12,NY,US,Walking,Lost,42.42208,-75.02406,1996,TRUE,'Assist/own power',1,TRUE,'Private Land',NA,DELAWARE,DAVENPORT,FALSE,FALSE,07/29/2016,'12:00 PM'
5,Search,06/17/2017,'2:00 AM',1,F,21,NY,US,Hiking,Lost,44.41173,-73.50374,1298,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Taylor Pond Wild Forest',ESSEX,WILLSBORO,TRUE,FALSE,06/17/2017,'5:30 AM'
5,Rescue,06/19/2016,'2:52 AM',1,M,73,NY,US,Hunting,Illness,44.11913,-73.63325,1854,TRUE,'Vehicle/boat evacuation',2,TRUE,'Private Land','Private Land',ESSEX,ELIZABETHTOWN,TRUE,FALSE,06/19/2016,'4:43 AM'
6,Search,07/20/2016,'8:40 AM',1,M,18,NY,US,Hiking,Lost,43.80796,-75.17294,1200,TRUE,'Assist/own power',3,TRUE,'Forest Preserve','Independence River Wild Forest',LEWIS,WATSON,TRUE,FALSE,07/21/2016,'2:00 AM'
5,Rescue,08/02/2017,'6:03 AM',2,M,18,PA,US,Hiking,Lost,44.14337,-73.98868,5033,TRUE,'Aircraft evacuation; Assist/own power',3,TRUE,'Forest Preserve','E. High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,09/02/2017,'7:00 AM'
4,Search,07/18/2017,'5:07 AM',1,M,26,PA,US,Hiking,Lost,42.06193,-74.95476,2156,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','Delaware Wild Forest',DELAWARE,COLCHESTER,FALSE,TRUE,07/18/2017,'9:00 AM'
6,Rescue,04/12/2017,'1:30 AM',2,M,46,NY,US,Boating,Stranded,42.91044,-75.31278,460,TRUE,'Assist/own power; Carry out by foot',1,TRUE,'State Forests','Tassell Hill State Forest',ONEIDA,MARSHALL,FALSE,FALSE,04/12/2017,'4:00 AM'
6,Search,02/27/2017,'1:27 AM',2,F,50,NY,US,Hiking,Lost,43.78148,-74.82443,1909,TRUE,'Vehicle/boat evacuation',5,TRUE,'Forest Preserve','Pigeon Lake Wilderness',HERKIMER,WEBB,TRUE,FALSE,02/27/2017,'3:09 AM'
3,Rescue,10/21/2016,'11:05 AM',1,M,38,NY,US,Camping,Illness,41.89642,-74.38391,1918,TRUE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Sundown Wild Forest',ULSTER,DENNING,FALSE,TRUE,10/22/2016,'1:30 AM'
5,Search,06/18/2018,'1:40 AM',2,F,12,NY,US,Walking,Missing,43.19126,-74.34266,1261,TRUE,'Vehicle/boat evacuation',3,TRUE,'Forest Preserve','Shaker Mountain Wild Forest',FULTON,BLEECKER,TRUE,FALSE,06/18/2018,'2:15 AM'
5,Search,10/23/2017,'12:53 PM',1,M,20,NY,US,Hunting,Overdue,43.81389,-74.39585,2142,TRUE,'Assist/own power',2,FALSE,'Forest Preserve','Blue Ridge Wilderness Area',HAMILTON,'INDIAN LAKE',TRUE,FALSE,10/23/2017,'4:45 AM'
5,Search,08/28/2018,'9:10 AM',3,M,19,NY,US,Swimming,Lost,43.55012,-73.60616,503,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','Lake George Wild Forest',WASHINGTON,'FORT ANN',TRUE,FALSE,08/29/2018,'12:30 PM'
5,Rescue,08/01/2016,'9:20 AM',1,F,36,NY,US,Hiking,Injured,44.15811,-73.67418,2767,TRUE,'Aircraft evacuation',5,TRUE,'Forest Preserve','Giant Mountain Wilderness Area',ESSEX,ELIZABETHTOWN,TRUE,FALSE,08/02/2016,'11:00 AM'
5,Rescue,03/16/2017,'5:59 AM',2,M,15,NY,US,Snowmobile,Stranded,44.7644,-73.877,1720,TRUE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Chazy Highlands Wild Forest',CLINTON,DANNEMORA,TRUE,FALSE,03/16/2017,'7:45 AM'
6,Search,08/18/2017,'11:34 AM',1,M,62,NY,US,Despondent,Missing,43.26748,-75.73535,572,TRUE,'Assist/own power',10,TRUE,'Private Land',N/A,ONEIDA,VIENNA,FALSE,FALSE,08/18/2017,'7:08 AM'
3,Search,06/01/2017,'6:40 AM',1,M,82,NY,US,Walking,Missing,41.48536,-74.13802,530,TRUE,'Aircraft evacuation',3,TRUE,'State Forests','Stewart State Forest',ORANGE,'NEW WINDSOR',FALSE,FALSE,06/01/2017,'10:25 AM'
4,Rescue,08/20/2018,'6:52 AM',3,F,65,NY,US,Hiking,Lost,41.97433,-74.96446,1500,FALSE,'Assist/own power',1,FALSE,'Forest Preserve','Delaware Wild Forest',DELAWARE,COLCHESTER,FALSE,TRUE,08/21/2018,'1:00 AM'
5,Search,10/05/2016,'4:38 AM',3,F,31,NY,US,Hiking,Lost,43.53589,-73.55636,1650,FALSE,'Assist/own power',2,TRUE,'Forest Preserve','Lake George Wild Forest',WASHINGTON,'FORT ANN',TRUE,FALSE,10/05/2016,'7:45 AM'
4,Search,05/14/2018,'8:00 AM',1,M,73,NY,US,Walking,Missing,42.20751,-74.08365,2470,TRUE,'Carry out by foot; Vehicle/boat evacuation',9,TRUE,'Private Land',NA,GREENE,HUNTER,FALSE,TRUE,05/14/2018,'6:00 AM'
5,Search,08/13/2016,'4:37 AM',2,M,24,NY,US,Hiking,Injured,44.12638,-73.78762,2700,FALSE,'Assist/own power',1,TRUE,'Forest Preserve','Dix Mountain Wilderness',ESSEX,KEENE,TRUE,FALSE,08/13/2016,'9:00 AM'
4,Search,04/18/2017,'6:00 AM',3,M,38,NY,US,Hiking,Lost,42.17768,-74.23028,3995,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','Rusk Mountain Wild Forest',GREENE,HUNTER,FALSE,TRUE,04/18/2017,'10:00 AM'
5,Search,08/18/2018,'8:41 AM',1,M,72,NY,US,Hiking,Overdue,43.83802,-73.56867,1350,TRUE,'Assist/own power',4,TRUE,'Forest Preserve','Pharoah Lake Wilderness',ESSEX,TICONDEROGA,TRUE,FALSE,08/18/2018,'1:00 AM'
5,Rescue,12/15/2016,'5:32 AM',1,M,12,NY,US,Walking,Missing,43.08917,-73.49177,340,TRUE,'Carry out by foot',3,TRUE,'Other Municipal Land',NA,WASHINGTON,EASTON,FALSE,FALSE,12/15/2016,'11:00 AM'
3,Search,07/26/2016,'8:15 AM',8,M,12,NY,US,Hiking,Lost,41.56587,-74.61742,1500,TRUE,'Assist/own power',2,TRUE,'Other DEC Land','Neversink River Unique Area',SULLIVAN,NEVERSINK,FALSE,FALSE,07/26/2016,'10:30 AM'
6,Rescue,09/14/2016,'9:30 AM',1,F,49,NY,US,Hiking,Illness,44.14077,-74.79547,1573,TRUE,'Vehicle/boat evacuation',6,TRUE,'Forest Preserve','Five ponds wilderness','ST LAWRENCE',CLIFTON,TRUE,FALSE,09/14/2016,'11:30 AM'
4,Search,11/09/2018,'5:25 AM',2,F,31,CA,US,Hiking,Stranded,42.12311,-74.08763,2205,TRUE,'Assist/own power',2,FALSE,'Forest Preserve','Indian Head Wilderness Area',GREENE,HUNTER,FALSE,TRUE,11/09/2018,'8:00 AM'
5,Rescue,07/04/2017,'6:22 AM',1,F,22,NY,US,Hiking,Injured,43.77603,-74.13361,1872,TRUE,'Carry out by foot',3,TRUE,'Forest Preserve','Hudson Gorge Wilderness',HAMILTON,'INDIAN LAKE',TRUE,FALSE,07/04/2017,'9:30 AM'
5,Search,07/30/2017,'6:14 AM',1,F,35,VA,US,Hiking,Lost,43.5093,-73.6306,300,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Lake George Wild Forest',WASHINGTON,'FORT ANN',TRUE,FALSE,07/31/2017,'11:30 AM'
5,Search,05/29/2017,'9:00 AM',2,M,14,NY,US,Hiking,Overdue,44.36996,-73.91239,3308,TRUE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','Whiteface Memorial Highway',ESSEX,WILMINGTON,TRUE,FALSE,05/29/2017,'9:30 AM'
5,Rescue,04/24/2018,'7:08 AM',3,F,18,NY,US,Hiking,Stranded,44.54097,-74.49457,1955,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','Debar Mountain Wild Forest',FRANKLIN,WAVERLY,TRUE,FALSE,04/24/2018,'11:30 AM'
7,Search,12/03/2018,'5:50 AM',1,F,43,NY,US,Skiing,Lost,42.40517,-76.31427,1747,TRUE,'Vehicle/boat evacuation',2,TRUE,'State Forests','Hammond Hill State Forest',TOMPKINS,DRYDEN,FALSE,FALSE,12/04/2018,'12:12 PM'
5,Rescue,02/06/2017,'3:11 AM',1,F,25,NY,US,Hiking,Lost,44.15834,-74.01266,2300,TRUE,'Assist/own power; Vehicle/boat evacuation',8,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,02/06/2017,'11:00 AM'
5,Search,04/24/2017,'8:38 AM',1,M,54,NY,US,Hiking,Lost,43.36659,-74.26899,1200,TRUE,'Assist/own power',3,TRUE,'Forest Preserve','Wilcox Lake Wild Forest',HAMILTON,WELLS,TRUE,FALSE,04/25/2017,'1:00 AM'
3,Rescue,10/30/2016,'7:00 AM',1,M,43,NY,US,Hiking,Lost,41.49189,-73.93061,1275,TRUE,'Assist/own power',3,FALSE,'OPRHP State Land','Hudson Highlands State Park',DUTCHESS,FISHKILL,FALSE,FALSE,10/31/2016,'11:35 AM'
4,Rescue,07/08/2018,'4:50 AM',1,M,16,NJ,US,Hiking,Injured,42.19338,-74.06479,1790,FALSE,'Carry out by foot; Technical Rope',3,TRUE,'Forest Preserve','Kaaterskill Wild Forest',GREENE,HUNTER,FALSE,TRUE,07/08/2018,'8:00 AM'
5,Search,07/02/2018,'7:30 AM',1,M,29,NY,US,Biking,Missing,43.21639,-74.35634,1443,TRUE,'Vehicle/boat evacuation',15,TRUE,'Forest Preserve','Shaker Mountain Wild Forest',FULTON,BLEECKER,TRUE,FALSE,07/04/2018,'7:00 AM'
6,Rescue,06/25/2018,'9:07 AM',1,M,24,NY,US,Hiking,Stranded,44.16616,-74.77353,1600,TRUE,'Assist/own power; Vehicle/boat evacuation',1,FALSE,'Forest Preserve','Cranberry Lake Wild Forest','ST LAWRENCE',FINE,TRUE,FALSE,06/25/2018,'12:00 PM'
5,Rescue,10/07/2017,'6:02 AM',1,F,46,NY,US,Hiking,Illness,44.13842,-73.73842,2309,FALSE,'Assist/own power',1,TRUE,'Forest Preserve','Giant Mountain Wilderness',ESSEX,KEENE,TRUE,FALSE,10/07/2017,'8:45 AM'
5,Rescue,03/18/2018,'2:48 AM',1,F,62,NY,US,Snowmobile,Injured,43.79624,-74.29784,1790,TRUE,'Vehicle/boat evacuation',4,TRUE,'Forest Preserve','Blue Mt. Wild Forest',HAMILTON,'INDIAN LAKE',TRUE,FALSE,03/19/2018,'4:45 AM'
5,Search,11/12/2018,'7:25 AM',1,M,75,NY,US,Hunting,Lost,43.125,-74.4493,1562,TRUE,'Assist/own power',1,TRUE,'Private Land','Private Land',FULTON,CAROGA,TRUE,FALSE,11/12/2018,'9:00 AM'
5,Search,07/19/2016,'4:39 AM',2,F,19,NY,US,Hiking,Lost,43.59268,-73.70508,1930,TRUE,'Assist/own power',1,FALSE,'Forest Preserve','Lake George Wild Forest',WARREN,BOLTON,TRUE,FALSE,07/19/2016,'8:00 AM'
5,Rescue,07/31/2016,'11:07 AM',1,F,11,NY,US,Hiking,Injured,44.16342,-73.97341,2772,FALSE,'Carry out by foot',4,TRUE,'Forest Preserve','Eastern High Peaks',ESSEX,'NORTH ELBA',TRUE,FALSE,07/31/2016,'2:30 AM'
7,Search,12/03/2018,'5:50 AM',2,F,56,NY,US,Skiing,Lost,42.40517,-76.31427,1747,TRUE,'Vehicle/boat evacuation',2,TRUE,'State Forests','Hammond Hill State Forest',TOMPKINS,DRYDEN,FALSE,FALSE,12/04/2018,'12:12 PM'
5,Search,07/22/2016,'8:44 AM',1,M,81,NY,US,Hiking,Lost,43.28287,-74.48091,1800,TRUE,'Aircraft evacuation',15,TRUE,'Forest Preserve','Silver Lakes Wilderness',HAMILTON,ARIETTA,TRUE,FALSE,07/24/2016,'4:00 AM'
4,Rescue,08/22/2017,'1:25 AM',1,F,52,NY,US,Hiking,Injured,42.19349,-74.06385,1882,FALSE,'Assist/own power',3,TRUE,'Forest Preserve','Kaaterskill Wild Forest',GREENE,HUNTER,FALSE,TRUE,08/22/2017,'2:45 AM'
5,Rescue,07/24/2018,'11:40 AM',4,F,26,NY,US,Boating,Stranded,44.27528,-74.28185,1538,TRUE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Sarnac Lake Wild Forest',FRANKLIN,HARRIETSTOWN,TRUE,FALSE,07/24/2018,'4:00 AM'
3,Search,05/26/2018,'8:20 AM',2,M,12,NY,US,Hiking,Lost,41.97,-73.68218,500,TRUE,'Assist/own power',2,TRUE,'Private Land',NA,DUTCHESS,'PINE PLAINS',FALSE,FALSE,05/26/2018,'10:30 AM'
6,Search,10/26/2018,'9:56 AM',1,M,53,NY,US,Hunting,Lost,43.69116,-75.21313,1428,FALSE,'Assist/own power',4,TRUE,'Forest Preserve','Independence River Wild Forest',LEWIS,GREIG,TRUE,FALSE,10/26/2018,'11:59 AM'
6,Search,10/25/2016,'11:06 AM',1,M,67,NY,US,Hunting,Lost,43.49799,-75.72283,1020,TRUE,'Assist/own power',5,TRUE,'State Forests','West Osceola State Forest',LEWIS,OSCEOLA,FALSE,FALSE,10/25/2016,'2:00 AM'
5,Rescue,07/23/2017,'10:00 AM',6,M,47,NJ,US,Hiking,Overdue,43.60397,-73.51512,1700,TRUE,'Assist/own power',1,FALSE,'Forest Preserve','Lake George Wild Forest',WASHINGTON,DRESDEN,TRUE,FALSE,07/24/2017,'7:50 AM'
5,Search,07/07/2016,'7:00 AM',1,M,17,FL,US,Hiking,Lost,44.15811,-73.95081,2360,TRUE,'Vehicle/boat evacuation',1,FALSE,'Forest Preserve','Eastern High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,07/07/2016,'9:33 AM'
5,Rescue,12/22/2018,'3:13 AM',1,M,26,NY,US,Hiking,Stranded,43.42364,-73.74765,1855,TRUE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Lake George Wild Forest',WARREN,'LAKE GEORGE',TRUE,FALSE,12/22/2018,'4:38 AM'
5,Rescue,10/03/2017,'6:08 AM',1,M,55,NY,US,Hiking,Injured,44.15714,-73.94812,2428,TRUE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,10/03/2017,'8:10 AM'
5,Rescue,08/18/2018,'10:45 AM',1,M,63,MD,US,Boating,Stranded,43.81031,-74.21423,1495,TRUE,Swiftwater,1,FALSE,'Forest Preserve','Indian River',HAMILTON,'INDIAN LAKE',TRUE,FALSE,08/18/2018,'4:30 AM'
5,Search,07/03/2016,'11:03 AM',2,M,23,NY,US,Camping,Lost,43.05908,-73.87563,1200,TRUE,'Assist/own power',1,FALSE,'Private Land',Private,WARREN,WARRENSBURG,TRUE,FALSE,07/04/2016,'3:00 AM'
6,Search,07/27/2017,'7:27 AM',1,M,43,PA,US,Hiking,Lost,44.2302,-74.56298,1548,TRUE,'Vehicle/boat evacuation',4,TRUE,'Forest Preserve','Raquette River Wild Forest','ST LAWRENCE',PIERCEFIELD,TRUE,FALSE,07/27/2017,'10:00 AM'
5,Search,07/04/2017,'4:36 AM',2,M,44,NY,US,Whitewater,Missing,43.06662,-73.35539,540,TRUE,'Assist/own power',1,TRUE,'Wildlife Management Area','Eldridge Swamp State Forest',WASHINGTON,JACKSON,FALSE,FALSE,07/04/2017,'8:30 AM'
5,Search,05/31/2018,'12:01 PM',1,F,33,NY,US,Hiking,Lost,43.22772,-74.43586,1700,TRUE,'Assist/own power',3,TRUE,'Forest Preserve','Ferris Lake Wild Forest',FULTON,CAROGA,TRUE,FALSE,05/31/2018,'9:52 AM'
6,Search,11/13/2017,'6:09 AM',1,M,18,NY,US,Camping,Stranded,44.33648,-75.31394,798,TRUE,'Assist/own power',2,FALSE,'State Forests','Wolf Lake State Forest','ST LAWRENCE',EDWARDS,FALSE,FALSE,11/13/2017,'11:17 AM'
4,Search,09/18/2018,'2:30 AM',1,M,53,NY,US,Hiking,Overdue,42.15785,-74.19931,2397,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Indian Head Wilderness',GREENE,HUNTER,FALSE,TRUE,09/18/2018,'9:30 AM'
9,Search,06/14/2016,'12:32 PM',3,M,20,NY,US,Boating,Overdue,42.44383,-78.9039,1050,TRUE,'Assist/own power',2,TRUE,'Other DEC Land','Zoar Valley Unique Area',CATTARAUGUS,PERSIA,FALSE,FALSE,06/14/2016,'6:00 AM'
5,Search,07/19/2016,'4:39 AM',3,F,17,NY,US,Hiking,Lost,43.59268,-73.70508,1930,TRUE,'Assist/own power',1,FALSE,'Forest Preserve','Lake George Wild Forest',WARREN,BOLTON,TRUE,FALSE,07/19/2016,'8:00 AM'
5,Rescue,09/25/2017,'12:02 PM',1,F,74,NY,US,Hiking,Injured,43.46018,-74.47287,1992,TRUE,'Carry out by foot',2,TRUE,'Forest Preserve','Moose River Plains WF',HAMILTON,INLET,TRUE,FALSE,09/25/2017,'1:40 AM'
5,Search,06/22/2016,'7:00 AM',2,M,13,NY,US,Hiking,Lost,44.07278,-73.54998,3020,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Eastern High Peaks WA',ESSEX,KEENE,TRUE,FALSE,06/23/2016,'1:30 AM'
5,Rescue,09/04/2017,'5:17 AM',1,F,28,NY,US,Hiking,Illness,44.38449,-73.85046,1680,TRUE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Wilmington Wild Forest',ESSEX,WILMINGTON,TRUE,FALSE,09/04/2017,'7:30 AM'
5,Search,05/29/2017,'9:00 AM',3,M,10,NY,US,Hiking,Overdue,44.36996,-73.91239,3308,TRUE,'Vehicle/boat evacuation',1,TRUE,'Forest Preserve','Whiteface Memorial Highway',ESSEX,WILMINGTON,TRUE,FALSE,05/29/2017,'9:30 AM'
3,Search,04/08/2017,'1:30 AM',1,M,84,NY,US,Walking,Missing,41.92172,-74.0508,270,TRUE,'Assist/own power',9,TRUE,'Private Land',N/A,ULSTER,HURLEY,FALSE,FALSE,04/08/2017,'6:45 AM'
7,Search,08/01/2017,'6:36 AM',1,M,78,NY,US,Walking,Missing,42.46141,-76.0747,1349,TRUE,'Vehicle/boat evacuation',3,TRUE,'Private Land',N/A,CORTLAND,LAPEER,FALSE,FALSE,08/01/2017,'10:15 AM'
5,Search,07/16/2017,'6:17 AM',4,M,21,NY,US,Hiking,Lost,44.29875,-74.0219,1960,TRUE,'Assist/own power',3,TRUE,'Forest Preserve','McKenzie Mountain Wilderness',ESSEX,'NORTH ELBA',TRUE,FALSE,07/16/2017,'9:06 AM'
3,Search,06/19/2017,'3:36 AM',2,M,24,PA,US,Hiking,Overdue,42.10134,-74.39394,1450,FALSE,'Assist/own power',2,FALSE,'Forest Preserve','Panther Mountain',ULSTER,SHANDAKEN,FALSE,TRUE,06/19/2017,'6:45 AM'
5,Rescue,09/11/2018,'1:20 AM',1,M,57,NY,US,Climbing:Rock/Ice,Injured,43.55848,-73.60322,660,TRUE,'Technical Rope',1,TRUE,'Forest Preserve','Lake George Wild Forest',WASHINGTON,DRESDEN,TRUE,FALSE,09/11/2018,'3:30 AM'
3,Search,06/16/2018,'4:30 AM',1,F,38,NY,US,Hiking,Lost,41.50263,-73.93106,591,TRUE,'Assist/own power',2,TRUE,'OPRHP State Land','Hudson Highlands State Park Preserve',DUTCHESS,FISHKILL,FALSE,FALSE,06/16/2018,'7:20 AM'
3,Search,06/27/2016,'12:15 PM',1,M,22,NY,US,Hiking,Lost,41.93866,-74.40162,2750,FALSE,'Assist/own power',2,FALSE,'Forest Preserve','Slide Wilderness',ULSTER,DENNING,FALSE,TRUE,06/27/2016,'4:15 AM'
5,Rescue,07/13/2016,'1:31 AM',1,M,55,FL,US,Hiking,Injured,44.169,-73.865,2763,TRUE,'Aircraft evacuation',3,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,07/13/2016,'4:07 AM'
5,Rescue,03/12/2017,'12:15 PM',1,M,31,NY,US,Hiking,Injured,44.3688,-73.89905,4460,FALSE,'Vehicle/boat evacuation',3,TRUE,'Forest Preserve','McKenzie WA',ESSEX,WILMINGTON,TRUE,FALSE,03/12/2017,'3:16 AM'
4,Search,06/09/2018,'3:35 AM',2,M,22,NY,US,Hiking,Lost,42.2075,-74.03741,2290,TRUE,'Assist/own power',2,TRUE,'DEC Campground','North South Lake Campground',GREENE,HUNTER,FALSE,TRUE,06/09/2018,'5:46 AM'
7,Search,08/15/2016,'10:45 AM',1,M,46,NY,US,Despondent,Missing,42.17245,-75.78583,1544,TRUE,'Vehicle/boat evacuation',2,TRUE,'Private Land',none,BROOME,COLESVILLE,FALSE,FALSE,08/16/2016,'1:00 AM'
5,Rescue,08/08/2018,'4:32 AM',1,M,18,MI,US,Hiking,Illness,44.14349,-73.98674,5100,TRUE,'Aircraft evacuation',2,TRUE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,08/08/2018,'7:00 AM'
6,Search,10/24/2016,'2:30 AM',1,M,78,NY,US,Hunting,Lost,43.37375,-75.24688,1500,TRUE,'Assist/own power',3,TRUE,'State Forests','Penn Mountain State Forest',ONEIDA,STEUBEN,FALSE,FALSE,10/24/2016,'5:00 AM'
5,Rescue,09/09/2016,'7:37 AM',2,F,30,PA,US,Hiking,Lost,44.23042,-73.54115,3015,TRUE,'Vehicle/boat evacuation',1,FALSE,'Forest Preserve','Wilmington Wild Forest',ESSEX,WILMINGTON,TRUE,FALSE,09/09/2016,'8:45 AM'
5,Rescue,02/20/2017,'1:48 AM',1,F,60,MA,US,Skiing,Injured,44.17543,-73.94675,2300,TRUE,'Vehicle/boat evacuation',2,TRUE,'Forest Preserve','Eastern High Peaks',ESSEX,'NORTH ELBA',TRUE,FALSE,02/20/2017,'4:15 AM'
3,Search,10/17/2017,'6:15 AM',2,F,28,PA,US,Hiking,Lost,42.0658,-74.32402,1960,TRUE,'Assist/own power',2,TRUE,'State Forests','Slide Mountain Wilderness Area',ULSTER,SHANDAKEN,FALSE,TRUE,10/17/2017,'11:00 AM'
5,Rescue,01/29/2018,'5:10 AM',2,M,30,NY,US,Hiking,Stranded,43.547,-73.979,2100,TRUE,'Technical Rope',4,TRUE,'Forest Preserve','Wilcox Lake Wild Forest',WARREN,THURMAN,TRUE,FALSE,01/30/2018,'4:00 AM'
9,Recovery,08/27/2018,'8:00 AM',1,M,57,NY,US,Hiking,Overdue,42.32006,-78.2257,1968,TRUE,'Carry out by foot',3,TRUE,'Wildlife Management Area','Hanging Bog WMA',ALLEGANY,'NEW HUDSON',FALSE,FALSE,08/27/2018,'2:30 AM'
6,Search,06/15/2017,'3:26 AM',1,M,24,NY,US,Criminal,Missing,44.04112,-75.40852,959,FALSE,'Carry out by foot',17,TRUE,'Private Land','Jadwin State Forest',LEWIS,DIANA,FALSE,FALSE,11/16/2017,'10:00 AM'
5,Rescue,04/17/2017,'7:39 AM',1,F,30,NY,US,Hiking,Injured,44.34486,-73.92729,2068,TRUE,'Vehicle/boat evacuation',5,TRUE,'Forest Preserve','McKenzie Mountain Wilderness',ESSEX,'NORTH ELBA',TRUE,FALSE,04/17/2017,'11:00 AM'
5,Search,10/12/2017,'2:53 AM',2,F,64,NY,US,Hiking,Lost,43.87705,-74.46033,1900,TRUE,'Assist/own power',2,TRUE,'Forest Preserve','Sargent Ponds Wild Forest',HAMILTON,'INDIAN LAKE',TRUE,FALSE,10/12/2017,'4:30 AM'
5,Rescue,08/28/2017,'4:41 AM',1,M,76,NY,US,Hiking,Illness,44.2389,-74.21361,1806,TRUE,'Assist/own power; Carry out by foot',4,TRUE,'Forest Preserve','High Peaks Wilderness',FRANKLIN,HARRIETSTOWN,TRUE,FALSE,08/28/2017,'8:00 AM'
5,Search,05/19/2017,'9:09 AM',1,M,24,NY,US,Hiking,Lost,44.29012,-74.07855,1570,TRUE,'Assist/own power',1,TRUE,'Forest Preserve','Saranac lakes Wild Forest',ESSEX,'NORTH ELBA',TRUE,FALSE,05/19/2017,'11:24 AM'
5,Search,10/09/2016,'8:04 AM',1,M,71,NJ,US,Hiking,Lost,44.18902,-73.82727,2300,TRUE,'Assist/own power',1,FALSE,'Forest Preserve','High Peaks Wilderness',ESSEX,KEENE,TRUE,FALSE,10/09/2016,'10:15 AM'
5,Rescue,08/16/2018,'9:45 AM',1,M,13,NY,US,Hiking,Illness,44.17156,-73.84048,2411,TRUE,'Assist/own power; Vehicle/boat evacuation',2,TRUE,'Forest Preserve','High Peaks',ESSEX,KEENE,TRUE,FALSE,08/16/2018,'1:52 AM'
